Wave,state_code,Go to work,Go to the gym,Go visit a friend,"Go to a cafe, bar, or restaurant",Go to a doctor or visit a hospital,Go to church or another place of worship,"Take mass transit (e.g. subway, bus, or train)",Avoiding contact with other people,Avoiding public or crowded places,Frequently washing hands,Wearing a face mask when outside of your home,Been in a room with someone outside of household in the past 24 hours,Been in a room with 5-10 people outside of household in the past 24 hours,Been in a room with 11-50 people outside of household in the past 24 hours,Been in a room with over 50 people outside of household in the past 24 hours
24,MI,34 (5),8 (3),25 (4),27 (4),13 (3),12 (3),4 (2),24 (4),31 (5),60 (5),28 (4),52 (5),12 (3),10 (3),4 (2)
24,MN,46 (6),12 (4),32 (6),33 (6),19 (5),10 (4),7 (3),15 (4),20 (5),48 (6),19 (5),66 (6),18 (5),9 (3),5 (3)
24,MO,38 (5),8 (3),30 (5),24 (4),16 (4),9 (2),4 (2),19 (4),23 (4),59 (5),22 (4),60 (5),16 (3),8 (2),6 (2)
24,MS,42 (7),10 (4),27 (6),27 (6),15 (4),13 (4),1 (1),28 (6),35 (6),59 (7),31 (6),57 (7),16 (5),8 (3),8 (4)
24,MT,44 (6),12 (4),34 (6),33 (6),17 (5),9 (4),3 (2),12 (3),19 (5),57 (6),12 (4),69 (6),19 (5),14 (4),6 (3)
24,NC,37 (4),11 (3),24 (4),25 (4),12 (3),14 (3),2 (1),28 (4),34 (4),64 (4),35 (4),51 (5),12 (3),6 (2),4 (2)
24,ND,42 (7),6 (3),32 (7),28 (6),13 (5),5 (3),4 (3),9 (5),18 (7),50 (8),6 (4),62 (8),23 (6),8 (4),2 (2)
24,NE,45 (7),10 (4),36 (7),31 (6),14 (5),15 (5),3 (3),13 (4),19 (6),52 (7),13 (4),67 (6),14 (5),12 (4),6 (3)
24,NH,37 (6),9 (4),33 (6),31 (6),15 (5),8 (4),1 (2),17 (5),23 (5),54 (6),20 (5),60 (6),19 (5),7 (3),5 (3)
24,NJ,39 (5),15 (3),25 (4),24 (4),17 (4),10 (3),10 (3),23 (4),29 (4),60 (5),35 (5),57 (5),15 (4),7 (3),5 (2)
24,NM,39 (6),9 (3),22 (5),28 (6),18 (5),11 (3),4 (2),25 (6),26 (6),60 (6),29 (6),57 (7),14 (4),9 (4),5 (2)
24,NV,43 (7),11 (4),24 (6),26 (6),13 (5),9 (5),6 (3),25 (7),32 (7),62 (7),32 (7),49 (7),15 (6),10 (5),5 (3)
24,NY,39 (4),16 (3),26 (3),27 (3),15 (3),8 (2),17 (3),26 (3),35 (4),60 (4),41 (4),58 (4),14 (3),9 (2),4 (1)
24,OH,40 (4),9 (2),28 (4),25 (4),14 (3),12 (3),2 (1),19 (3),26 (4),60 (4),25 (4),62 (4),15 (3),8 (2),8 (2)
24,OK,41 (6),6 (2),27 (5),32 (6),14 (4),10 (3),3 (2),21 (5),27 (5),63 (6),22 (5),61 (6),14 (4),7 (3),4 (2)
24,OR,34 (6),8 (3),28 (5),28 (5),12 (4),7 (3),8 (3),20 (5),23 (5),47 (6),25 (5),56 (6),12 (4),9 (3),4 (2)
24,PA,41 (4),9 (2),29 (4),27 (4),12 (3),10 (2),8 (3),19 (4),26 (4),55 (4),25 (4),56 (4),11 (2),11 (3),6 (2)
24,RI,38 (6),12 (4),20 (4),27 (5),13 (4),5 (3),4 (2),21 (5),28 (5),64 (6),28 (6),61 (6),16 (5),8 (3),4 (2)
24,SC,42 (5),14 (4),27 (5),31 (5),14 (4),15 (4),1 (1),23 (5),27 (5),60 (5),31 (5),58 (5),15 (4),10 (3),7 (3)
24,SD,32 (8),6 (4),17 (6),22 (7),8 (4),7 (4),0 (0),15 (7),14 (7),41 (9),8 (5),80 (7),18 (7),12 (5),13 (6)
24,TN,41 (5),11 (3),25 (4),29 (5),15 (4),14 (3),1 (1),18 (4),31 (5),64 (5),26 (4),57 (5),17 (4),9 (2),6 (2)
24,TX,45 (4),13 (3),24 (3),32 (4),14 (2),16 (3),5 (2),22 (3),27 (3),60 (4),29 (3),55 (4),10 (2),11 (3),6 (2)
24,UT,46 (7),16 (6),30 (6),34 (6),15 (5),13 (4),5 (4),18 (6),21 (6),56 (7),22 (6),64 (7),19 (5),14 (4),6 (3)
24,VA,42 (5),13 (3),29 (4),29 (4),13 (3),13 (3),4 (2),24 (4),30 (4),61 (5),37 (5),57 (5),14 (3),9 (2),6 (2)
24,VT,44 (6),8 (3),25 (6),24 (5),12 (4),5 (3),4 (3),15 (5),19 (5),44 (6),20 (5),62 (6),13 (4),7 (3),4 (3)
24,WA,35 (5),12 (3),31 (5),28 (4),13 (3),6 (2),7 (3),19 (4),30 (5),54 (5),29 (4),52 (5),13 (3),8 (2),4 (2)
24,WI,46 (5),7 (2),25 (5),30 (5),12 (4),10 (3),4 (2),16 (4),22 (5),52 (5),19 (4),59 (5),18 (4),9 (3),4 (2)
24,WV,41 (6),9 (4),26 (6),24 (5),17 (5),11 (4),5 (3),15 (5),19 (5),59 (7),22 (5),61 (7),18 (5),8 (3),4 (3)
24,WY,44 (7),6 (2),25 (6),25 (6),10 (4),8 (4),2 (2),16 (6),23 (7),52 (8),15 (6),64 (8),18 (6),8 (3),6 (3)
25,National,45 (1),14 (1),29 (1),31 (1),17 (1),12 (0),7 (0),22 (1),28 (1),59 (1),27 (1),59 (1),16 (1),10 (0),6 (0)
25,AK,45 (6),12 (4),31 (6),30 (6),19 (5),7 (3),7 (3),21 (6),24 (6),58 (7),24 (6),65 (6),16 (5),9 (4),5 (2)
25,AL,40 (6),14 (4),25 (5),32 (5),21 (5),15 (4),2 (2),20 (5),28 (5),58 (6),24 (5),60 (6),13 (3),8 (3),5 (2)
25,AR,42 (6),8 (3),31 (6),25 (5),16 (4),13 (4),2 (1),20 (5),28 (5),64 (6),20 (5),59 (6),19 (5),7 (3),5 (2)
25,AZ,41 (6),12 (3),26 (5),27 (5),17 (4),7 (3),6 (3),22 (5),30 (5),61 (6),29 (5),53 (6),12 (4),8 (3),4 (2)
25,CA,44 (4),14 (2),26 (3),27 (3),16 (3),11 (3),8 (2),32 (4),37 (4),63 (4),43 (4),52 (4),12 (2),8 (2),4 (1)
25,CO,51 (5),16 (4),32 (5),36 (5),19 (4),6 (2),7 (3),17 (4),22 (4),58 (5),18 (4),63 (5),17 (4),9 (3),6 (3)
25,CT,45 (6),15 (4),28 (5),29 (5),16 (4),8 (3),7 (3),22 (5),26 (5),56 (6),27 (5),60 (6),17 (5),10 (4),5 (2)
25,DC,41 (6),20 (5),25 (5),32 (5),12 (4),9 (3),26 (5),30 (6),34 (6),67 (5),39 (6),64 (6),18 (4),10 (4),4 (2)
25,DE,44 (6),13 (5),28 (6),27 (6),15 (5),9 (3),4 (3),21 (5),30 (6),66 (6),32 (6),56 (6),16 (4),8 (3),2 (1)
25,FL,42 (4),17 (3),26 (4),31 (4),14 (3),10 (3),5 (2),25 (4),26 (4),57 (4),29 (4),52 (4),10 (2),9 (2),5 (2)
25,GA,47 (5),14 (3),35 (5),33 (5),16 (4),16 (4),3 (2),28 (5),32 (5),61 (5),32 (5),57 (5),13 (3),8 (2),7 (2)
25,HI,52 (7),16 (5),23 (6),28 (6),16 (5),13 (5),6 (3),28 (6),37 (7),67 (6),43 (7),59 (7),14 (4),12 (5),4 (2)
25,IA,44 (6),8 (3),35 (6),33 (6),21 (5),12 (4),3 (2),15 (4),20 (5),48 (6),16 (5),70 (6),17 (5),10 (3),9 (3)
25,ID,46 (6),15 (4),30 (5),28 (5),13 (4),11 (3),1 (1),15 (4),19 (5),59 (6),9 (3),62 (6),19 (5),10 (3),6 (2)
25,IL,48 (5),14 (3),28 (4),32 (4),14 (4),11 (3),11 (3),19 (4),27 (5),57 (5),26 (4),58 (5),13 (3),9 (3),7 (2)
25,IN,48 (5),8 (3),28 (5),31 (5),19 (4),11 (3),4 (2),19 (4),23 (4),55 (5),19 (4),59 (5),20 (4),11 (3),4 (2)
25,KS,50 (6),14 (5),36 (6),35 (6),14 (4),11 (4),4 (3),12 (4),17 (4),55 (6),15 (4),63 (6),15 (5),11 (3),8 (3)
25,KY,44 (5),10 (3),32 (5),28 (5),18 (4),14 (4),3 (2),22 (4),26 (5),55 (5),23 (4),57 (5),14 (4),8 (3),5 (2)
25,LA,47 (6),12 (4),32 (6),28 (5),24 (5),19 (5),5 (3),24 (5),32 (6),54 (6),29 (6),57 (6),18 (4),7 (3),6 (3)
25,MA,44 (5),16 (4),29 (4),34 (5),19 (4),7 (3),12 (3),18 (4),25 (5),59 (5),26 (5),65 (5),19 (4),9 (3),6 (2)
25,MD,40 (5),12 (3),20 (4),30 (5),16 (4),9 (3),8 (3),26 (5),33 (5),60 (5),35 (5),52 (5),14 (3),8 (3),4 (2)
25,ME,42 (5),8 (3),24 (5),20 (4),14 (4),4 (2),1 (1),20 (4),23 (5),58 (5),23 (5),57 (5),16 (4),5 (2),5 (2)
25,MI,43 (5),10 (3),26 (4),26 (4),17 (4),9 (2),2 (1),21 (4),27 (5),57 (5),23 (4),55 (5),13 (3),11 (3),7 (3)
25,MN,46 (5),11 (3),34 (5),35 (5),16 (4),11 (3),6 (3),17 (4),23 (5),50 (5),18 (4),63 (5),17 (4),11 (3),6 (2)
25,MO,44 (5),8 (3),31 (5),30 (4),14 (3),13 (3),4 (2),19 (4),25 (4),57 (5),23 (4),60 (5),16 (4),10 (3),6 (2)
25,MS,43 (6),8 (3),27 (5),24 (5),15 (5),21 (5),4 (3),30 (6),36 (6),62 (6),34 (6),57 (6),17 (5),9 (4),5 (3)
25,MT,50 (6),11 (3),30 (5),33 (5),22 (5),10 (3),4 (2),14 (4),20 (5),57 (6),10 (3),64 (5),15 (4),13 (4),5 (2)
25,NC,42 (5),13 (3),32 (4),34 (4),17 (3),14 (3),5 (2),24 (4),30 (4),62 (5),30 (4),59 (5),17 (4),7 (2),3 (2)
25,ND,50 (6),12 (4),30 (6),34 (6),15 (4),9 (3),2 (1),11 (4),18 (5),57 (6),11 (4),67 (6),23 (5),12 (4),6 (3)
25,NE,40 (6),8 (3),29 (6),34 (6),14 (5),16 (5),2 (3),16 (5),21 (6),62 (7),19 (6),63 (7),13 (4),15 (5),7 (3)
25,NH,48 (6),14 (5),35 (6),31 (6),20 (5),9 (4),2 (2),16 (5),21 (5),55 (6),17 (5),62 (6),15 (4),12 (4),4 (2)
25,NJ,48 (5),17 (4),28 (5),29 (5),19 (4),11 (3),11 (3),29 (5),31 (5),58 (5),32 (5),61 (5),13 (3),11 (3),5 (2)
25,NM,45 (6),12 (4),27 (6),30 (6),18 (5),11 (4),2 (1),24 (6),31 (6),64 (6),30 (6),60 (6),14 (4),9 (4),4 (2)
25,NV,44 (7),10 (4),26 (6),36 (7),16 (5),5 (2),7 (4),21 (6),29 (6),60 (7),22 (6),58 (7),14 (5),7 (3),8 (3)
25,NY,40 (4),13 (2),25 (3),29 (3),16 (3),11 (2),18 (3),24 (3),31 (4),61 (4),35 (4),55 (4),16 (3),8 (2),4 (1)
25,OH,44 (5),14 (3),28 (4),32 (4),18 (4),12 (3),5 (2),24 (4),30 (4),61 (4),27 (4),60 (5),16 (4),11 (3),5 (2)
25,OK,46 (6),10 (3),31 (5),30 (5),15 (4),12 (3),3 (2),19 (5),24 (5),60 (5),23 (5),59 (5),11 (3),8 (3),8 (3)
25,OR,45 (6),11 (4),34 (6),31 (5),15 (4),10 (3),7 (3),17 (4),22 (4),57 (6),18 (4),56 (6),16 (4),9 (3),5 (3)
25,PA,42 (4),11 (3),27 (4),28 (4),21 (4),11 (3),7 (2),21 (4),28 (4),62 (4),24 (4),57 (4),16 (3),10 (3),4 (2)
25,RI,43 (6),14 (4),24 (6),25 (6),17 (5),8 (4),6 (3),24 (6),29 (6),63 (6),21 (5),59 (6),17 (5),10 (4),3 (2)
25,SC,43 (5),10 (4),28 (5),36 (5),20 (4),19 (4),4 (2),24 (5),30 (5),63 (5),29 (5),58 (5),17 (4),10 (3),6 (3)
25,SD,47 (6),13 (4),31 (6),37 (6),15 (5),11 (4),1 (1),12 (4),15 (4),51 (7),13 (5),67 (6),21 (6),16 (5),6 (3)
25,TN,41 (5),12 (4),32 (5),29 (5),19 (4),16 (4),3 (2),21 (4),25 (5),64 (5),23 (5),57 (5),13 (3),11 (3),7 (3)
25,TX,46 (4),14 (2),32 (4),32 (4),19 (3),16 (3),7 (2),24 (3),32 (4),59 (4),29 (4),61 (4),14 (2),9 (2),7 (2)
25,UT,48 (6),15 (4),38 (6),34 (6),14 (4),13 (4),7 (3),17 (5),21 (5),61 (6),15 (4),63 (6),19 (5),9 (3),9 (3)
25,VA,43 (4),16 (3),25 (4),32 (4),16 (3),13 (3),6 (2),24 (4),32 (4),60 (4),32 (4),55 (4),17 (3),8 (2),5 (2)
25,VT,47 (7),6 (3),28 (6),24 (5),21 (6),6 (3),2 (1),18 (5),22 (5),52 (7),19 (5),63 (7),16 (5),9 (3),4 (2)
25,WA,46 (5),15 (3),30 (5),30 (5),19 (4),9 (3),10 (3),22 (4),22 (4),53 (5),24 (4),59 (5),15 (4),9 (3),6 (2)
25,WI,40 (5),7 (3),33 (5),29 (5),22 (5),14 (4),6 (3),15 (4),23 (5),56 (5),17 (4),63 (5),14 (4),12 (4),4 (2)
25,WV,39 (6),7 (3),30 (6),24 (5),17 (5),8 (3),5 (3),25 (6),31 (7),60 (7),25 (6),53 (7),13 (4),6 (3),4 (3)
25,WY,50 (7),11 (3),30 (6),30 (6),19 (5),12 (4),3 (2),12 (4),18 (5),48 (7),10 (4),68 (6),23 (6),11 (4),8 (4)
26,National,41 (1),14 (1),27 (1),27 (1),14 (1),10 (0),6 (0),22 (1),28 (1),58 (1),27 (1),55 (1),14 (1),8 (0),5 (0)
26,AK,46 (7),12 (5),33 (7),27 (7),10 (4),9 (4),8 (5),15 (5),18 (5),54 (7),14 (5),67 (7),17 (5),7 (4),7 (4)
26,AL,38 (6),9 (3),28 (6),26 (6),14 (4),10 (4),1 (1),19 (5),29 (6),57 (6),24 (6),54 (6),15 (5),5 (2),4 (2)
26,AR,45 (7),10 (4),30 (6),23 (5),15 (5),13 (4),2 (2),20 (6),28 (6),65 (6),24 (6),60 (7),16 (5),8 (4),4 (2)
26,AZ,37 (6),11 (3),24 (5),30 (5),11 (3),10 (4),6 (3),21 (5),25 (5),56 (6),23 (5),55 (6),14 (4),7 (3),4 (2)
26,CA,43 (4),16 (3),27 (4),26 (4),11 (3),8 (2),8 (2),28 (4),34 (4),60 (4),39 (4),48 (4),10 (2),5 (2),7 (2)
26,CO,44 (6),18 (5),27 (5),33 (6),16 (5),8 (4),6 (3),19 (5),22 (5),63 (6),19 (5),57 (6),13 (4),6 (3),5 (3)
26,CT,38 (6),17 (5),24 (5),25 (5),12 (4),5 (2),4 (2),25 (6),30 (6),57 (6),27 (6),53 (6),15 (4),8 (3),3 (2)
26,DC,36 (6),16 (5),23 (6),18 (5),9 (4),8 (3),18 (5),30 (6),37 (7),68 (6),47 (7),50 (7),11 (4),4 (2),5 (3)
26,DE,36 (6),10 (4),21 (5),21 (5),13 (4),11 (5),3 (3),22 (5),33 (6),59 (6),27 (6),51 (6),13 (5),10 (5),2 (1)
26,FL,41 (4),13 (3),27 (4),28 (4),16 (4),11 (3),5 (2),22 (4),27 (4),61 (4),26 (4),52 (4),14 (3),7 (2),5 (2)
26,GA,44 (5),13 (3),28 (4),27 (4),14 (3),13 (3),2 (1),28 (5),32 (5),59 (5),31 (5),53 (5),13 (3),6 (2),5 (2)
26,HI,39 (6),10 (3),27 (6),29 (6),12 (5),11 (4),7 (3),19 (5),28 (6),65 (6),38 (6),57 (6),14 (4),10 (4),3 (2)
26,IA,41 (6),11 (4),32 (6),22 (5),20 (5),12 (5),1 (1),18 (5),22 (6),54 (7),16 (5),58 (6),15 (5),10 (4),4 (2)
26,ID,43 (6),14 (4),30 (5),26 (5),11 (4),9 (3),2 (2),13 (4),19 (5),53 (6),12 (4),63 (6),15 (4),9 (4),4 (2)
26,IL,37 (5),13 (3),25 (4),28 (4),12 (3),8 (3),8 (3),24 (4),30 (4),54 (5),29 (4),58 (5),14 (3),9 (2),6 (2)
26,IN,44 (5),10 (3),31 (5),29 (5),14 (4),9 (3),2 (1),20 (4),25 (5),59 (5),24 (5),52 (5),14 (3),10 (3),3 (2)
26,KS,46 (7),12 (4),30 (6),29 (6),12 (4),11 (4),0 (1),16 (5),24 (6),60 (6),17 (5),59 (6),22 (6),6 (3),6 (3)
26,KY,36 (6),9 (4),25 (5),23 (5),16 (4),9 (3),1 (1),22 (5),31 (6),57 (6),22 (5),54 (6),11 (4),9 (4),4 (2)
26,LA,42 (6),9 (3),29 (5),29 (6),18 (5),16 (4),3 (2),25 (5),31 (6),58 (6),24 (5),55 (6),14 (4),5 (2),3 (2)
26,MA,42 (5),12 (3),25 (4),23 (4),15 (4),9 (3),12 (3),27 (4),33 (5),57 (5),32 (4),58 (5),13 (3),8 (2),4 (2)
26,MD,40 (5),13 (4),25 (5),24 (4),10 (3),10 (4),8 (3),22 (4),31 (5),63 (5),34 (5),55 (5),18 (4),8 (2),3 (2)
26,ME,36 (5),10 (4),26 (5),22 (5),17 (4),5 (2),1 (1),18 (4),22 (5),55 (6),16 (4),55 (6),15 (4),8 (3),4 (2)
26,MI,37 (4),15 (3),29 (4),22 (4),12 (3),8 (3),4 (2),21 (4),31 (4),58 (4),28 (4),53 (4),11 (3),7 (2),6 (2)
26,MN,41 (5),10 (3),29 (5),26 (5),13 (4),11 (3),6 (3),20 (4),22 (5),52 (5),18 (4),60 (5),17 (4),9 (3),6 (3)
26,MO,42 (5),12 (4),26 (5),27 (5),16 (4),9 (3),5 (3),21 (4),29 (5),55 (5),23 (4),51 (5),10 (3),9 (3),5 (2)
26,MS,45 (7),7 (3),36 (8),28 (7),15 (6),20 (6),1 (1),29 (7),31 (7),63 (7),28 (7),61 (7),16 (6),7 (3),7 (4)
26,MT,40 (6),12 (4),27 (5),26 (5),14 (4),8 (4),2 (1),12 (3),20 (5),54 (6),13 (4),58 (6),18 (5),8 (3),4 (2)
26,NC,36 (5),9 (3),24 (4),28 (4),13 (3),12 (3),3 (2),25 (4),33 (5),57 (5),31 (5),50 (5),14 (4),7 (2),4 (2)
26,ND,43 (6),9 (3),33 (6),30 (6),13 (4),12 (5),2 (1),12 (4),20 (5),49 (7),13 (5),62 (6),21 (6),8 (3),5 (3)
26,NE,40 (6),12 (4),27 (6),27 (6),10 (3),11 (4),2 (3),15 (5),24 (6),54 (7),19 (6),57 (7),17 (5),9 (3),5 (2)
26,NH,36 (6),10 (4),29 (6),32 (6),16 (5),7 (4),2 (2),17 (5),23 (5),57 (7),22 (5),57 (7),15 (5),10 (4),4 (2)
26,NJ,42 (5),13 (3),22 (4),26 (4),10 (3),7 (3),8 (3),20 (4),28 (4),59 (5),31 (5),51 (5),14 (3),7 (3),4 (2)
26,NM,39 (7),9 (4),27 (6),30 (6),16 (5),8 (3),3 (3),18 (5),29 (7),60 (7),25 (6),57 (7),12 (4),12 (5),3 (2)
26,NV,47 (8),17 (6),26 (7),27 (7),20 (7),6 (3),7 (4),25 (7),27 (7),63 (7),24 (6),52 (8),13 (5),8 (3),5 (2)
26,NY,42 (4),16 (3),24 (4),24 (4),14 (3),8 (2),16 (3),27 (4),36 (4),64 (4),42 (4),51 (4),15 (3),7 (2),3 (1)
26,OH,37 (5),8 (3),23 (4),24 (4),15 (3),9 (3),4 (2),22 (4),28 (4),60 (5),23 (4),52 (5),12 (3),6 (2),5 (2)
26,OK,48 (6),9 (3),29 (6),27 (6),16 (5),13 (4),2 (2),18 (5),24 (5),57 (6),17 (5),56 (6),13 (4),8 (3),8 (4)
26,OR,42 (5),13 (3),30 (5),28 (5),13 (4),6 (2),6 (3),23 (4),27 (4),56 (5),25 (4),50 (5),13 (3),6 (2),3 (2)
26,PA,42 (5),11 (3),27 (4),28 (4),18 (4),12 (3),6 (3),18 (3),26 (4),57 (5),22 (4),57 (5),14 (3),11 (3),6 (2)
26,RI,34 (6),12 (4),25 (5),27 (5),12 (4),8 (3),4 (2),23 (5),28 (6),58 (6),26 (6),58 (6),19 (5),8 (3),3 (2)
26,SC,40 (5),10 (3),29 (5),30 (5),12 (3),13 (4),2 (1),21 (4),24 (5),59 (5),26 (5),54 (6),12 (3),11 (4),4 (2)
26,SD,37 (6),11 (4),24 (5),28 (6),11 (4),11 (4),1 (1),16 (5),19 (5),51 (6),10 (3),58 (6),16 (5),12 (4),4 (2)
26,TN,40 (5),11 (3),28 (5),31 (5),15 (4),12 (3),2 (1),22 (4),29 (5),58 (5),23 (5),57 (5),12 (3),9 (3),4 (2)
26,TX,44 (4),13 (3),25 (4),31 (4),12 (3),11 (3),4 (2),24 (4),28 (4),61 (4),25 (4),53 (4),16 (3),7 (2),5 (2)
26,UT,42 (6),16 (4),36 (6),29 (5),14 (5),15 (4),5 (3),17 (5),20 (5),59 (6),20 (5),61 (6),15 (4),10 (4),7 (3)
26,VA,39 (5),15 (4),24 (4),26 (5),16 (4),11 (3),5 (2),24 (5),30 (5),59 (5),25 (5),57 (5),17 (4),6 (2),3 (2)
26,VT,41 (7),9 (4),22 (6),19 (5),13 (4),4 (3),3 (2),18 (5),27 (6),49 (7),22 (6),53 (7),14 (5),9 (4),4 (3)
26,WA,40 (5),12 (3),28 (4),27 (4),13 (3),9 (3),8 (3),16 (4),25 (4),57 (5),25 (4),57 (5),15 (4),9 (3),8 (3)
26,WI,39 (5),12 (3),26 (5),29 (5),12 (3),9 (3),3 (2),17 (4),22 (4),54 (5),17 (4),60 (5),18 (4),12 (3),5 (2)
26,WV,34 (6),7 (3),28 (6),24 (5),14 (4),7 (3),4 (3),21 (5),30 (6),52 (6),19 (5),56 (6),14 (4),11 (4),2 (1)
26,WY,47 (7),12 (5),29 (6),26 (6),14 (5),13 (5),1 (1),14 (5),22 (6),50 (7),13 (5),63 (7),17 (6),13 (4),8 (4)
27,National,43 (1),14 (1),28 (1),29 (1),14 (1),13 (1),7 (0),19 (1),24 (1),57 (1),21 (1),58 (1),14 (1),9 (0),5 (0)
27,AK,51 (8),13 (5),35 (7),19 (6),18 (6),9 (4),5 (3),16 (6),24 (6),61 (8),18 (6),63 (7),14 (5),9 (4),5 (3)
27,AL,42 (5),10 (3),25 (5),31 (5),13 (3),20 (4),1 (1),18 (5),23 (5),56 (5),24 (5),54 (6),16 (4),9 (3),6 (2)
27,AR,44 (6),9 (4),28 (6),30 (5),19 (5),16 (4),1 (1),15 (4),20 (5),55 (6),16 (5),59 (6),14 (4),7 (3),6 (3)
27,AZ,45 (6),14 (4),30 (5),31 (6),17 (5),8 (2),5 (3),17 (5),20 (5),59 (6),16 (4),59 (6),14 (4),8 (4),4 (2)
27,CA,45 (4),13 (3),28 (4),28 (4),15 (3),10 (3),9 (3),23 (4),29 (4),63 (4),28 (4),50 (4),12 (3),8 (2),5 (2)
27,CO,46 (6),13 (4),27 (5),27 (5),15 (4),12 (4),8 (4),13 (4),18 (5),53 (6),14 (4),67 (5),13 (4),10 (3),6 (2)
27,CT,45 (6),15 (4),28 (5),27 (5),16 (5),9 (3),8 (4),19 (5),24 (5),62 (6),22 (5),62 (6),15 (4),9 (3),5 (2)
27,DC,39 (6),19 (5),22 (5),26 (6),13 (5),10 (4),22 (6),29 (6),32 (6),66 (7),35 (6),65 (7),16 (5),7 (3),6 (3)
27,DE,37 (6),18 (5),23 (5),24 (6),13 (4),11 (4),5 (4),21 (6),26 (6),63 (6),23 (6),53 (7),16 (5),7 (3),3 (2)
27,FL,37 (5),13 (3),27 (5),29 (5),15 (4),15 (4),3 (2),19 (4),25 (5),61 (5),23 (5),51 (5),13 (3),8 (2),5 (2)
27,GA,44 (5),12 (3),26 (4),28 (5),14 (4),14 (3),4 (2),25 (4),31 (5),60 (5),26 (4),55 (5),12 (3),8 (3),4 (2)
27,HI,49 (6),13 (4),24 (5),29 (5),14 (4),6 (3),8 (3),22 (5),25 (5),64 (6),36 (6),55 (6),17 (5),6 (2),6 (3)
27,IA,37 (6),11 (4),33 (6),26 (5),9 (3),13 (4),4 (3),13 (4),18 (5),55 (6),9 (4),59 (6),17 (5),12 (4),7 (3)
27,ID,44 (6),13 (4),29 (6),34 (6),15 (5),17 (5),3 (3),13 (4),16 (5),52 (6),10 (4),64 (6),15 (4),13 (5),7 (3)
27,IL,41 (5),16 (4),27 (5),30 (4),12 (3),13 (4),8 (3),21 (4),25 (5),59 (5),24 (5),55 (5),13 (3),9 (2),5 (2)
27,IN,47 (6),10 (4),31 (5),34 (5),17 (4),12 (3),4 (2),15 (4),20 (5),54 (6),15 (4),57 (6),17 (4),10 (3),4 (2)
27,KS,43 (6),8 (3),34 (6),35 (6),18 (5),15 (4),3 (2),9 (3),16 (5),55 (6),12 (4),67 (6),24 (6),11 (4),8 (3)
27,KY,39 (5),8 (3),27 (5),27 (5),18 (5),14 (4),4 (2),21 (5),26 (5),54 (6),21 (5),55 (6),11 (3),9 (3),5 (2)
27,LA,45 (6),10 (4),33 (6),26 (6),17 (5),16 (4),5 (4),25 (6),31 (6),57 (6),21 (6),58 (6),18 (5),9 (3),6 (3)
27,MA,40 (6),14 (4),28 (5),28 (5),13 (4),9 (4),9 (4),13 (4),22 (5),55 (6),15 (4),62 (6),13 (4),12 (4),4 (2)
27,MD,36 (6),15 (4),28 (5),30 (5),12 (4),10 (3),9 (4),20 (5),26 (5),61 (6),25 (5),55 (6),13 (4),12 (4),5 (2)
27,ME,38 (5),9 (3),32 (5),24 (5),14 (4),7 (3),4 (2),12 (3),18 (4),49 (5),15 (4),56 (5),15 (4),9 (3),5 (2)
27,MI,43 (5),10 (3),25 (4),25 (4),13 (3),11 (3),3 (2),20 (4),23 (4),58 (5),22 (4),59 (5),11 (3),9 (3),7 (2)
27,MN,38 (6),12 (4),32 (6),33 (6),10 (4),13 (5),6 (4),13 (5),16 (5),56 (6),11 (4),65 (6),17 (5),11 (4),8 (4)
27,MO,45 (5),12 (4),33 (5),36 (5),13 (3),15 (4),3 (2),14 (4),21 (5),57 (5),20 (5),60 (5),12 (4),11 (3),7 (3)
27,MS,48 (7),10 (5),29 (6),31 (6),17 (5),21 (5),2 (2),19 (5),29 (6),56 (7),26 (6),59 (7),14 (5),9 (3),6 (4)
27,MT,40 (6),14 (4),26 (5),34 (6),11 (3),11 (4),3 (2),12 (4),18 (5),51 (6),10 (3),61 (6),17 (4),12 (4),4 (2)
27,NC,38 (5),8 (2),25 (5),27 (5),17 (4),15 (4),4 (3),21 (4),27 (5),58 (5),24 (4),52 (5),13 (4),8 (2),3 (1)
27,ND,52 (6),11 (4),28 (6),34 (6),18 (5),10 (4),2 (2),10 (4),13 (4),47 (6),9 (4),65 (6),15 (4),12 (4),5 (3)
27,NE,49 (7),10 (4),33 (6),30 (6),18 (5),17 (5),6 (3),14 (5),18 (5),54 (7),14 (5),67 (6),21 (5),9 (3),10 (3)
27,NH,50 (7),13 (5),30 (7),23 (6),14 (5),11 (5),3 (3),13 (5),19 (6),48 (7),12 (4),58 (7),12 (5),10 (4),4 (2)
27,NJ,41 (5),19 (4),28 (5),24 (5),17 (5),10 (3),11 (4),20 (4),24 (5),54 (6),24 (4),54 (6),14 (4),7 (2),3 (1)
27,NM,43 (7),11 (4),29 (6),30 (6),17 (5),16 (5),5 (3),17 (5),22 (6),58 (7),20 (6),56 (7),12 (5),8 (3),5 (3)
27,NV,40 (7),11 (3),22 (5),32 (7),14 (6),9 (4),6 (3),23 (7),24 (7),60 (7),20 (6),58 (7),14 (5),8 (3),7 (3)
27,NY,38 (4),17 (4),27 (4),24 (4),16 (4),11 (3),18 (4),24 (4),30 (4),57 (5),31 (4),56 (5),14 (3),9 (3),3 (2)
